"ID","RA_ICRS","DE_ICRS","plx","pmRA","pmDE","UCC_ID","N_50","r_50","RA_ICRS_m","DE_ICRS_m","plx_m","pmRA_m","pmDE_m","Rv_m","N_Rv","C1","C2","C3"
"Ryu 162",264.93166,-24.7285,"nan","nan","nan","UCC G002.8+03.3",53,1.9,264.932,-24.731,0.129,-3.269,-5.256,71.468,4,0.11,0.46,"DC"
"HSC 38",269.29312,-27.02527,0.334,-0.184,-1.979,"UCC G002.9-01.2",22,7.4,269.325,-27.029,0.348,-0.212,-1.968,-23.699,2,0.28,0.69,"CB"
"VVV 144;VVV-CL 144",266.39496,-25.47559,"nan","nan","nan","UCC G002.9+01.8",8,5.6,266.395,-25.522,0.024,-6.589,-6.959,-8.552,1,0.35,0.48,"CC"
"VVV 145;VVV-CL 145",266.40649,-25.45852,"nan","nan","nan","UCC G002.9+01.8a",12,6.0,266.341,-25.492,0.046,-4.06,-6.031,"nan",0,0.54,0.62,"BB"
"HSC 39",268.18452,-26.37855,0.467,-0.848,-1.039,"UCC G003.0+00.0",29,6.8,268.246,-26.359,0.465,-0.829,-1.032,7.385,6,0.77,0.78,"AA"
"MWSC 4312",256.62833,-19.44252,"nan","nan","nan","UCC G003.0+12.6",0,3.5,256.613,-19.428,0.251,-5.179,-2.404,"nan",0,0.16,0.27,"DC"
"HSC 40",268.97121,-26.72565,0.349,-0.635,-2.414,"UCC G003.0-00.8",111,4.1,268.959,-26.724,0.343,-0.659,-2.469,-17.299,12,0.83,0.79,"AA"
"Ryu 557",265.40974,-24.69287,"nan","nan","nan","UCC G003.1+02.9",67,1.7,265.413,-24.692,0.041,-4.457,-3.6,19.595,4,0.48,0.29,"CC"
"CWNU 2612",282.66735,-32.62788,0.538,1.807,-0.299,"UCC G003.1-14.0",68,15.6,282.623,-32.677,0.51,1.819,-0.315,-11.696,2,0.39,0.45,"CC"
"ESO 520 20;MWSC 2668",265.89867,-24.71852,"nan","nan","nan","UCC G003.3+02.5",0,2.5,265.898,-24.72,0.072,-3.566,-2.653,-76.273,1,0.19,0.34,"DC"
"Ryu 558",274.19669,-28.93699,"nan","nan","nan","UCC G003.3-05.9",36,2.4,274.199,-28.929,0.083,-2.216,-6.292,-104.414,1,0.56,0.54,"BB"
"Ryu 163",266.93877,-25.28257,"nan","nan","nan","UCC G003.3+01.4",29,1.4,266.941,-25.288,0.347,-0.671,-2.684,-11.655,3,0.71,0.31,"BC"
"Ryu 164",270.26402,-26.9524,"nan","nan","nan","UCC G003.4-01.9",25,1.4,270.258,-26.956,0.069,-2.403,-4.75,"nan",0,0.15,0.39,"DC"
"HSC 44",275.13787,-29.27221,0.146,0.116,-3.443,"UCC G003.4-06.8",0,1.9,275.132,-29.279,0.144,0.063,-3.454,-26.182,1,0.12,0.55,"DB"
"Ryu 559",270.05668,-26.81241,"nan","nan","nan","UCC G003.4-01.7",0,1.1,270.05,-26.807,0.289,-4.162,-6.671,"nan",0,0.16,0.23,"DD"
"Ryu 560",268.80475,-26.15325,"nan","nan","nan","UCC G003.4-00.4",30,1.7,268.808,-26.145,0.379,-1.04,-2.634,3.085,5,0.32,0.29,"CC"
"Ryu 561",272.73558,-28.11433,"nan","nan","nan","UCC G003.4-04.4",0,0.9,272.735,-28.112,0.073,-3.24,-4.493,12.056,1,0.53,0.28,"BC"
"CWWDL 13663",269.8613,-26.6648,0.45,2.09,0.407,"UCC G003.5-01.4",42,3.3,269.852,-26.673,0.427,2.042,0.446,24.027,2,0.88,1.0,"AA"
"UBC 92",269.883,-26.655,0.37,2.116,0.406,"UCC G003.5-01.4a",127,3.5,269.885,-26.659,0.383,2.123,0.392,-8.636,4,1.0,1.0,"AA"
"CWWDL 962",269.8845,-26.6504,0.39,2.12,0.39,"UCC G003.5-01.4b",128,3.4,269.891,-26.656,0.383,2.126,0.386,-10.135,5,1.0,1.0,"AA"
"Dutra-Bica 44",266.643,-24.895,"nan","nan","nan","UCC G003.5+01.9",0,2.2,266.624,-24.897,0.206,-2.374,-3.753,"nan",0,0.09,0.44,"DC"
"ESO 397 01;MWSC 3044",286.027,-33.395,"nan","nan","nan","UCC G003.5-16.9",0,2.9,286.032,-33.393,0.189,0.679,-3.654,"nan",0,0.24,0.26,"DC"
"Collinder 468;OCL 12;ESO 521 25;MWSC 2808",271.61006,-27.4568,"nan","nan","nan","UCC G003.5-03.2",0,2.6,271.61,-27.449,0.063,-3.634,-7.527,47.698,1,0.11,0.48,"DC"
"Ryu 562",271.78059,-27.4918,"nan","nan","nan","UCC G003.6-03.3",81,3.8,271.783,-27.493,0.194,-0.677,-3.118,-9.219,2,0.2,0.64,"DB"
"Dutra-Bica 45;DB 45;MWSC 2695",266.82474,-24.89302,"nan","nan","nan","UCC G003.6+01.7",0,2.2,266.815,-24.894,0.09,-3.594,-5.519,"nan",0,0.2,0.35,"DC"
"Cmg 469",268.57954,-25.82611,"nan","nan","nan","UCC G003.6+00.0",40,8.2,268.568,-25.818,0.251,-1.012,-3.198,-13.239,4,0.73,0.45,"BC"
"Bica 28",268.57329,-25.77643,"nan","nan","nan","UCC G003.7+00.0",0,2.9,268.549,-25.783,0.241,-1.057,-3.288,-33.95,2,0.19,0.32,"DC"
"Dutra-Bica 60;DB 60;DB2001 2;BDB 4;MWSC 2657;MWSC 2656",264.83224,-23.67088,"nan","nan","nan","UCC G003.7+03.9",0,2.5,264.819,-23.658,0.118,-4.321,-7.348,"nan",0,0.18,0.43,"DC"
"CWNU 1391",269.24611,-26.06124,0.435,-0.521,-3.112,"UCC G003.7-00.6",28,3.7,269.24,-26.056,0.441,-0.512,-3.102,-20.557,1,0.13,0.87,"DA"
"Teutsch J1814.6-2814;Ryu 563",273.67475,-28.24319,"nan","nan","nan","UCC G003.7-05.2",0,0.9,273.675,-28.238,0.119,-5.426,-6.14,"nan",0,0.28,0.27,"CC"
"HSC 46",229.61088,2.04961,2.451,4.331,-10.575,"UCC G003.7+46.7",965,44.5,229.638,2.08,1.881,3.845,-9.858,-4.253,81,1.0,0.5,"AB"
"CWNU 1517",269.32225,-26.04649,0.341,-0.485,-1.589,"UCC G003.8-00.7",23,4.9,269.317,-26.03,0.331,-0.485,-1.603,-30.956,1,0.33,0.69,"CB"
"DB 47;Dutra-Bica 47",269.81457,-26.28514,"nan","nan","nan","UCC G003.8-01.2",8,6.0,269.823,-26.303,0.244,-0.771,-1.767,-20.197,2,0.07,0.66,"DB"
"DB 46;Dutra-Bica 46;MWSC 2731",268.18214,-25.42948,"nan","nan","nan","UCC G003.8+00.4",0,2.1,268.195,-25.446,0.283,-0.775,-2.098,-29.152,1,0.38,0.49,"CC"
"Ryu 564",264.16109,-23.08539,"nan","nan","nan","UCC G003.9+04.8",0,1.1,264.162,-23.081,0.183,-4.916,-4.29,"nan",0,0.09,0.21,"DD"
"CWNU 2279",269.25712,-25.88427,0.374,-0.124,-0.986,"UCC G003.9-00.6",14,8.3,269.246,-25.902,0.362,-0.147,-1.012,-9.993,1,0.09,0.62,"DB"
"VVV 153;VVV-CL 153",268.37922,-25.38355,"nan","nan","nan","UCC G003.9+00.3",28,4.0,268.383,-25.426,0.295,-0.542,-2.379,-4.757,4,0.22,0.57,"DB"
"HSC 52",336.34185,-38.01876,4.072,17.431,0.086,"UCC G003.9-57.6",47,131.5,336.738,-38.47,3.87,17.295,-0.008,-4.673,12,0.72,0.47,"BC"
"UBC 93",268.575,-25.399,0.334,-0.923,-1.875,"UCC G004.0+00.1",87,3.0,268.575,-25.401,0.316,-0.858,-1.931,-10.041,26,0.93,1.0,"AA"
"CWNU 2379",269.13716,-25.63303,0.317,-0.463,-1.494,"UCC G004.0-00.3",16,3.9,269.136,-25.636,0.318,-0.465,-1.516,9.084,1,0.62,0.78,"BA"
"Ryu 565",271.57023,-26.83982,"nan","nan","nan","UCC G004.1-02.8",0,0.9,271.57,-26.836,0.144,-3.425,-6.151,"nan",0,0.2,0.32,"DC"
"MWSC 5712",291.32339,-34.47515,"nan","nan","nan","UCC G004.1-21.4",85,6.5,291.313,-34.479,-0.007,-2.596,-1.489,140.912,1,0.91,0.74,"AB"
"Ryu 566",274.92977,-28.4209,"nan","nan","nan","UCC G004.1-06.2",0,1.2,274.931,-28.421,0.149,-4.598,-4.158,50.825,2,0.28,0.25,"CD"
"Ryu 165",263.56898,-22.43345,"nan","nan","nan","UCC G004.1+05.6",68,2.0,263.572,-22.43,0.176,-2.228,-3.408,9.643,4,0.13,0.4,"DC"
"Ryu 567",271.61809,-26.78358,"nan","nan","nan","UCC G004.1-02.9",0,1.0,271.621,-26.784,0.138,-3.152,-4.823,"nan",0,0.13,0.27,"DC"
"HSC 55",267.67858,-24.71361,0.607,1.573,-1.081,"UCC G004.2+01.2",38,8.1,267.7,-24.748,0.622,1.596,-1.083,1.304,1,0.76,0.63,"AB"
"HSC 56",268.42895,-25.10535,0.324,-0.257,-2.127,"UCC G004.2+00.4",27,3.5,268.436,-25.105,0.322,-0.229,-2.122,-44.076,1,0.58,0.79,"BA"
"Ryu 568",268.23561,-24.99354,"nan","nan","nan","UCC G004.2+00.6",0,1.1,268.237,-24.996,0.291,-1.427,-3.527,-15.315,3,0.72,0.31,"BC"
"CWNU 1613",281.907,-31.21456,0.504,1.49,-0.812,"UCC G004.2-12.9",0,5.6,281.887,-31.217,0.5,1.645,-0.829,"nan",0,0.17,0.31,"DC"
"Ryu 569",269.28866,-25.50429,"nan","nan","nan","UCC G004.2-00.4",81,3.3,269.288,-25.518,0.333,-0.766,-2.159,21.733,5,0.47,0.41,"CC"
"Ryu 570",271.55939,-26.65155,"nan","nan","nan","UCC G004.2-02.7",0,1.0,271.564,-26.647,0.258,-1.05,-2.931,0.579,1,0.46,0.25,"CD"
"Ryu 166",270.95059,-26.33513,"nan","nan","nan","UCC G004.2-02.1",0,1.1,270.948,-26.336,0.464,-1.226,-2.085,"nan",0,0.34,0.25,"CD"
"Ryu 571",264.01202,-22.51588,"nan","nan","nan","UCC G004.3+05.2",68,2.8,264.019,-22.51,0.098,-0.978,-3.372,40.836,4,0.13,0.52,"DB"
"Ryu 572",271.01256,-26.29759,"nan","nan","nan","UCC G004.3-02.1",88,1.7,271.014,-26.3,0.16,-2.672,-5.129,6.954,2,0.11,0.39,"DC"
"Ryu 573",274.8687,-28.1349,"nan","nan","nan","UCC G004.3-06.0",51,3.1,274.872,-28.132,0.157,-2.006,-4.701,23.066,1,0.18,0.65,"DB"
"Ryu 574",266.58747,-23.89794,"nan","nan","nan","UCC G004.3+02.4",51,2.5,266.575,-23.916,-0.007,-4.089,-7.269,35.775,3,0.61,0.67,"BB"
"Ryu 167",271.32324,-26.37352,"nan","nan","nan","UCC G004.4-02.4",43,2.6,271.317,-26.377,0.052,-3.507,-6.481,"nan",0,0.28,0.63,"CB"
"FSR 0014;MWSC 2489",253.93341,-15.99404,"nan","nan","nan","UCC G004.4+16.7",51,8.8,253.929,-16.069,0.299,-2.428,-4.37,22.974,2,0.31,0.45,"CC"
"Ryu 575",274.00047,-27.61789,"nan","nan","nan","UCC G004.4-05.1",36,2.0,273.984,-27.615,0.154,-4.61,-6.26,-65.918,1,0.29,0.6,"CB"
"UBC 1003",268.6,-24.89,0.39,-0.58,-3.11,"UCC G004.4+00.3",51,2.9,268.599,-24.89,0.399,-0.602,-3.106,-10.981,4,0.74,1.0,"BA"
"UFMG 78",268.60609,-24.8919,0.389,-0.603,-3.05,"UCC G004.4+00.3a",79,2.7,268.605,-24.894,0.402,-0.602,-3.11,-0.416,2,0.88,0.99,"AA"
"Ryu 576",268.49508,-24.83039,"nan","nan","nan","UCC G004.4+00.5",39,1.7,268.48,-24.834,0.408,-0.53,-1.965,4.787,4,0.45,0.34,"CC"
"HSC 59",260.81746,-20.3953,0.157,-0.899,-2.802,"UCC G004.4+08.8",0,2.9,260.81,-20.396,0.158,-0.985,-2.885,-18.88,3,0.24,0.31,"DC"
"Ryu 577",267.99615,-24.51647,"nan","nan","nan","UCC G004.5+01.0",301,2.3,267.994,-24.511,0.302,-0.191,-0.861,-4.204,6,1.0,0.69,"AB"
"Ryu 578",271.25771,-26.19181,"nan","nan","nan","UCC G004.5-02.3",82,4.0,271.252,-26.187,0.27,-1.396,-2.929,-50.963,5,0.79,0.57,"AB"
"Ryu 579",273.72106,-27.33892,"nan","nan","nan","UCC G004.5-04.8",53,3.3,273.719,-27.337,0.156,-4.992,-5.013,-112.201,1,0.5,0.67,"CB"
"Alessi 167",237.40471,-3.43289,"nan","nan","nan","UCC G004.5+37.2",0,7.0,237.4,-3.405,0.529,-3.046,-1.966,"nan",0,0.06,0.28,"DC"
"UFMG 90",270.64726,-25.82306,0.456,0.521,-0.038,"UCC G004.5-01.6",103,5.1,270.636,-25.82,0.458,0.562,-0.025,-41.06,21,0.98,0.92,"AA"
"CWNU 488",269.57124,-25.26526,0.386,0.301,-1.421,"UCC G004.5-00.5",38,3.4,269.57,-25.255,0.395,0.299,-1.416,"nan",0,0.6,0.88,"BA"
"CWNU 2859",270.64753,-25.81651,0.483,0.605,-0.025,"UCC G004.5-01.6a",104,5.5,270.639,-25.819,0.474,0.591,-0.016,-47.52,19,0.99,0.9,"AA"
"Ryu 580",275.16452,-28.00187,"nan","nan","nan","UCC G004.6-06.2",85,2.7,275.174,-28.005,0.115,-2.947,-6.838,0.977,6,0.55,0.56,"BB"
"CWNU 1615",271.12345,-26.04564,0.662,1.422,0.469,"UCC G004.6-02.1",39,7.5,271.129,-26.114,0.669,1.46,0.438,-38.401,1,0.93,0.88,"AA"
"VVV 161;VVV-CL 161",271.91569,-26.20037,"nan","nan","nan","UCC G004.8-02.8",0,3.1,271.915,-26.198,0.282,-1.273,-2.87,"nan",0,0.16,0.58,"DB"
"Ruprecht 137;OCL 13;ESO 521 08;MWSC 2772",270.05355,-25.215,0.428,1.286,-1.918,"UCC G004.8-00.9",0,4.0,270.04,-25.237,0.426,1.27,-1.885,"nan",0,0.33,0.43,"CC"
"HSC 62",269.82586,-25.07629,0.285,-1.054,-3.647,"UCC G004.8-00.6",47,5.7,269.831,-25.16,0.294,-0.941,-3.55,7.113,11,0.8,0.65,"AB"
"HSC 63",268.48968,-24.36923,0.289,-0.408,-2.133,"UCC G004.8+00.7",21,3.4,268.492,-24.364,0.297,-0.446,-2.123,58.551,1,0.54,0.81,"BA"
"HSC 64",255.19849,-16.22051,0.121,-1.727,-6.22,"UCC G004.9+15.6",0,3.4,255.197,-16.234,0.14,-1.882,-6.213,15.691,4,0.4,0.26,"CC"
"Ryu 581",269.84777,-24.98793,"nan","nan","nan","UCC G004.9-00.6",37,1.9,269.846,-24.985,0.318,-0.105,-1.582,2.331,2,0.44,0.36,"CC"
"HSC 65",266.35058,-23.09481,0.198,-3.214,-2.15,"UCC G004.9+03.0",49,6.1,266.345,-23.099,0.169,-3.186,-2.137,-16.197,2,0.37,0.64,"CB"
"HSC 66",251.9426,-13.93913,3.214,-1.741,-0.392,"UCC G004.9+19.5",25,63.7,251.845,-14.076,3.152,-1.819,-0.526,-40.972,4,0.12,0.54,"DB"
"Ryu 582",269.12995,-24.57675,"nan","nan","nan","UCC G004.9+00.1",0,1.6,269.126,-24.58,0.439,-0.397,-2.692,12.357,2,0.34,0.27,"CC"
"OCSN 2",257.35,-17.54,4.78,-5.68,-11.25,"UCC G005.0+13.1",79,59.3,257.234,-18.007,4.77,-5.573,-11.375,-16.185,21,1.0,0.56,"AB"
"HSC 67",257.74708,-17.76926,7.559,-4.693,-23.248,"UCC G005.0+12.7",30,80.6,257.768,-18.076,7.477,-4.732,-23.21,-11.326,16,0.41,0.38,"CC"
"Bica 641",257.28171,-17.46137,"nan","nan","nan","UCC G005.0+13.2",0,3.2,257.296,-17.465,0.261,-4.189,-3.562,"nan",0,0.14,0.38,"DC"
"CWWDL 14162",269.6048,-24.6809,0.75,-1.651,-4.498,"UCC G005.1-00.2",138,8.3,269.625,-24.639,0.747,-1.644,-4.492,-20.897,29,1.0,0.8,"AA"
"Ryu 583",269.9793,-24.86038,"nan","nan","nan","UCC G005.1-00.6",46,1.6,269.975,-24.862,0.417,-0.178,-1.416,8.902,3,0.09,0.32,"DC"
"Ryu 584",267.41362,-23.45532,"nan","nan","nan","UCC G005.1+02.0",64,2.2,267.414,-23.46,0.09,-4.108,-6.287,49.481,2,0.83,0.55,"AB"
"UBC 94",269.643,-24.646,0.747,-1.652,-4.451,"UCC G005.1-00.2a",202,10.9,269.641,-24.641,0.751,-1.647,-4.487,-19.508,41,1.0,0.85,"AA"
"Ruprecht 136;OCL 15;ESO 521 04;MWSC 2765",269.82103,-24.70258,"nan","nan","nan","UCC G005.1-00.4",0,2.1,269.846,-24.7,0.394,-1.235,-1.604,"nan",0,0.14,0.36,"DC"
"HSC 70",270.31262,-24.95714,0.338,-0.152,-1.604,"UCC G005.1-00.9",29,3.8,270.364,-24.966,0.335,-0.169,-1.609,9.277,3,0.13,0.68,"DB"
"UBC 1004",270.55278,-25.07423,0.382,-0.895,-2.404,"UCC G005.2-01.2",492,4.5,270.552,-25.078,0.375,-0.919,-2.431,-4.275,54,1.0,1.0,"AA"
"HSC 71",270.34743,-24.9527,0.56,0.997,-0.101,"UCC G005.2-01.0",0,4.1,270.339,-24.948,0.563,0.985,-0.087,9.723,1,0.78,0.68,"AB"
"HSC 72",269.59339,-24.55712,0.322,-0.238,-0.703,"UCC G005.2-00.2",68,1.6,269.593,-24.555,0.331,-0.241,-0.686,-15.504,4,0.99,0.75,"AB"
"OC 0003",270.24189,-24.87019,0.546,0.999,-0.192,"UCC G005.2-00.8",34,4.5,270.283,-24.913,0.559,1.0,-0.109,8.574,2,0.62,0.75,"BB"
"Ryu 585",272.66528,-26.035,"nan","nan","nan","UCC G005.2-03.3",0,0.8,272.662,-26.042,0.333,-0.91,-1.794,"nan",0,0.4,0.21,"CD"
"HSC 73",269.28534,-24.30498,0.489,1.12,-0.113,"UCC G005.2+00.1",39,6.1,269.239,-24.305,0.486,1.12,-0.101,-18.943,2,0.86,0.67,"AB"
"NGC 6506;Ruprecht 138;OCL 16;ESO 521 06;MWSC 2771",269.984,-24.665,0.369,0.248,-1.147,"UCC G005.3-00.5",231,3.8,269.989,-24.663,0.388,0.277,-1.129,5.91,8,1.0,0.96,"AA"
"HSC 74",286.03879,-31.5965,0.579,-2.791,-1.363,"UCC G005.3-16.3",0,5.5,286.028,-31.595,0.52,-2.702,-1.346,"nan",0,0.71,0.46,"BC"
"Ryu 587",272.66707,-25.99036,"nan","nan","nan","UCC G005.3-03.3",0,0.9,272.662,-25.993,0.153,-2.858,-6.796,"nan",0,0.75,0.26,"BC"
"Ryu 586",270.95164,-25.13121,"nan","nan","nan","UCC G005.3-01.5",58,1.8,270.944,-25.132,0.248,-0.698,-2.909,-24.353,4,0.81,0.4,"AC"
"BDSB 106",270.396,-24.835,"nan","nan","nan","UCC G005.3-00.9",0,1.9,270.388,-24.843,0.357,-0.283,-1.554,-35.085,2,0.16,0.36,"DC"
"FSR 0018;MESC2647",264.42099,-21.5547,"nan","nan","nan","UCC G005.3+05.4",7,6.6,264.399,-21.537,0.09,-1.716,-6.661,20.159,5,0.48,0.75,"CA"
"Ryu 588",274.8445,-27.01188,"nan","nan","nan","UCC G005.3-05.5",98,2.8,274.845,-27.005,0.093,-4.316,-6.346,74.277,6,0.78,0.56,"AB"
"Ryu 589",267.54393,-23.29395,"nan","nan","nan","UCC G005.3+02.0",0,1.3,267.541,-23.292,0.063,-3.15,-5.207,-83.963,3,0.32,0.27,"CC"
"HSC 75",267.17319,-23.08216,1.548,-0.619,-6.826,"UCC G005.3+02.4",0,16.7,267.073,-22.994,1.516,-0.544,-6.79,-4.821,2,0.24,0.45,"DC"
"CWNU 1886",282.83031,-30.33618,0.37,-1.723,-5.234,"UCC G005.4-13.2",18,7.5,282.829,-30.296,0.354,-1.723,-5.225,-33.761,1,0.09,0.46,"DC"
"UFMG 79",268.93,-23.98,0.311,-0.355,-1.91,"UCC G005.4+00.5",69,11.0,268.896,-23.963,0.311,-0.369,-1.964,-4.467,8,1.0,0.78,"AA"
"Ryu 590",276.19465,-27.49949,"nan","nan","nan","UCC G005.4-06.8",44,2.4,276.187,-27.487,0.118,-3.82,-5.553,42.65,3,0.13,0.61,"DB"
"Ryu 592",269.63461,-24.24192,"nan","nan","nan","UCC G005.5+00.0",67,2.7,269.631,-24.263,0.332,-0.024,-1.448,18.042,4,0.55,0.41,"BC"
"Ryu 591",269.38781,-24.11189,"nan","nan","nan","UCC G005.5+00.1",42,3.3,269.398,-24.093,0.35,-0.579,-2.063,15.14,2,0.81,0.4,"AC"
"FSR 0019;MWSC 2633",263.91376,-21.04711,"nan","nan","nan","UCC G005.5+06.0",22,8.9,263.995,-21.078,0.101,-0.949,-6.53,57.664,1,0.09,0.58,"DB"
"Ryu 169",268.25691,-23.48434,"nan","nan","nan","UCC G005.5+01.3",56,2.2,268.242,-23.477,0.305,-1.458,-3.247,-20.856,4,0.48,0.39,"CC"
"HSC 76",270.10376,-24.45817,0.664,2.742,-2.085,"UCC G005.5-00.5",22,7.7,270.098,-24.484,0.666,2.756,-2.136,13.345,5,0.72,0.45,"BC"
"Ryu 593",267.7449,-23.15963,"nan","nan","nan","UCC G005.5+01.9",61,2.4,267.752,-23.157,0.407,-1.27,-2.779,-106.298,1,0.66,0.45,"BC"
"Ryu 594",270.01406,-24.30228,"nan","nan","nan","UCC G005.6-00.4",29,1.9,270.053,-24.291,0.472,0.054,-1.171,92.364,1,0.35,0.7,"CB"
"HSC 79",270.06768,-24.28845,0.476,0.078,-1.168,"UCC G005.6-00.4a",38,6.7,270.068,-24.296,0.472,0.098,-1.171,37.838,2,0.4,0.7,"CB"
"HSC 80",270.25471,-24.33497,0.34,0.107,-1.473,"UCC G005.7-00.6",17,4.8,270.252,-24.332,0.354,0.104,-1.464,17.568,2,0.23,0.7,"DB"
"Ryu 595",269.20712,-23.73877,"nan","nan","nan","UCC G005.7+00.5",92,3.3,269.227,-23.745,0.302,-0.368,-1.933,32.747,3,0.72,0.37,"BC"
"CWNU 1446",271.89136,-25.11608,0.667,0.808,-1.513,"UCC G005.7-02.3",34,4.5,271.888,-25.117,0.675,0.811,-1.51,"nan",0,0.95,0.99,"AA"
"Ryu 596",270.22088,-24.21428,"nan","nan","nan","UCC G005.8-00.5",80,3.0,270.217,-24.227,0.401,0.07,-1.434,18.863,5,0.55,0.39,"BC"
"Ryu 599",264.00083,-20.71075,"nan","nan","nan","UCC G005.8+06.1",0,1.0,264.003,-20.705,0.144,-4.774,-5.203,"nan",0,0.43,0.29,"CC"
"CWNU 2109",269.41061,-23.67453,0.652,0.497,-1.396,"UCC G005.8+00.3",0,2.6,269.412,-23.679,0.65,0.526,-1.412,39.151,1,0.48,0.51,"CB"
"UFMG 72",268.515,-23.17,0.686,0.096,-2.569,"UCC G005.9+01.3",25,6.0,268.567,-23.121,0.712,0.088,-2.611,-10.551,2,0.98,0.8,"AA"
"OC 0004",270.6785,-24.2613,0.758,1.78,-1.884,"UCC G005.9-00.9",236,6.0,270.711,-24.273,0.759,1.76,-1.885,-9.651,13,0.99,0.6,"AB"
"MWSC 4500",293.33805,-33.23394,"nan","nan","nan","UCC G005.9-22.6",0,3.7,293.336,-33.231,0.047,-2.656,-1.578,134.021,3,0.84,0.98,"AA"
"CWNU 2164",269.43025,-23.5775,0.229,-0.88,-2.144,"UCC G005.9+00.4",14,1.5,269.434,-23.587,0.211,-0.836,-2.184,27.552,3,0.94,0.65,"AB"
"HSC 86",266.94263,-22.18555,0.666,2.286,-0.395,"UCC G006.0+03.0",21,6.7,266.958,-22.175,0.664,2.27,-0.345,-39.812,1,1.0,0.69,"AB"
"CWWDL 14199",268.6175,-23.0887,0.719,0.091,-2.6,"UCC G006.0+01.2",19,5.3,268.6,-23.087,0.71,0.08,-2.609,-10.551,2,0.83,0.83,"AA"
"Ryu 601",269.59252,-23.60795,"nan","nan","nan","UCC G006.0+00.2",36,3.3,269.595,-23.587,0.31,-0.893,-2.492,-28.436,3,0.41,0.44,"CC"
"HSC 87",272.50522,-25.0909,0.862,1.498,0.523,"UCC G006.0-02.7",32,7.3,272.562,-25.059,0.877,1.501,0.507,-15.971,4,0.91,0.83,"AA"
"OC 0005",271.79888,-24.72835,0.552,0.589,-0.787,"UCC G006.0-02.0",78,6.2,271.748,-24.695,0.551,0.594,-0.808,3.881,7,1.0,0.98,"AA"
"OC 0006",271.09448,-24.36523,0.765,1.291,-2.079,"UCC G006.0-01.3",759,4.4,271.1,-24.37,0.762,1.267,-2.076,0.143,54,1.0,0.76,"AA"
"NGC 6530",271.1088,-24.359,0.763,1.354,-2.025,"UCC G006.0-01.3a",701,4.2,271.1,-24.372,0.762,1.276,-2.085,2.332,48,1.0,0.78,"AA"
"Ryu 602",275.3208,-26.41453,"nan","nan","nan","UCC G006.0-05.6",32,1.8,275.321,-26.418,0.112,-3.633,-4.911,-87.163,2,0.11,0.49,"DC"
"MWSC 5321",246.70365,-8.92392,"nan","nan","nan","UCC G006.0+26.6",42,6.1,246.712,-8.938,0.295,-3.567,-2.636,16.893,5,0.83,0.3,"AC"
"UFMG 64",267.055,-22.1857,0.629,2.225,-0.329,"UCC G006.0+02.9",0,4.0,267.025,-22.185,0.646,2.26,-0.302,-23.527,1,0.99,0.55,"AB"
"CWNU 2857",282.24059,-29.38774,0.331,-1.189,-4.492,"UCC G006.0-12.4",35,9.1,282.231,-29.372,0.275,-1.173,-4.454,-3.067,2,0.49,0.5,"CB"
"UBC 337",271.722,-24.649,0.566,0.482,-0.711,"UCC G006.0-01.9",48,6.2,271.736,-24.679,0.539,0.507,-0.682,"nan",0,0.9,1.0,"AA"
"Ryu 603",272.58061,-25.07102,"nan","nan","nan","UCC G006.1-02.8",0,1.0,272.588,-25.071,0.21,-1.86,-4.038,-2.106,1,0.22,0.27,"DC"
"ASCC 95;MWSC 2861",274.02355,-25.70887,0.831,-0.654,-2.146,"UCC G006.1-04.2",53,11.6,274.061,-25.762,0.85,-0.686,-2.122,8.788,7,1.0,0.9,"AA"
"CWNU 1831",270.46009,-23.91981,0.618,0.074,-0.914,"UCC G006.1-00.5",0,3.4,270.476,-23.925,0.617,0.082,-0.914,-18.081,2,0.78,0.66,"AB"
"FSR 0022;MWSC 2751",269.115,-23.1941,"nan","nan","nan","UCC G006.1+00.8",14,5.8,269.139,-23.22,0.285,-0.117,-1.505,10.701,4,0.12,0.63,"DB"
"Ryu 604",270.3658,-23.84082,"nan","nan","nan","UCC G006.1-00.4",0,1.5,270.367,-23.846,0.31,0.161,-1.105,49.859,1,0.13,0.37,"DC"
"VVV 155;VVV-CL 155",270.24778,-23.76775,"nan","nan","nan","UCC G006.2-00.3",14,6.4,270.246,-23.696,0.33,-0.738,-2.008,-12.744,4,0.38,0.42,"CC"
"Ryu 605",270.56804,-23.89997,"nan","nan","nan","UCC G006.2-00.6",31,3.5,270.543,-23.931,0.337,0.122,-1.195,0.133,1,0.95,0.51,"AB"
"HSC 89",255.0113,-14.59238,0.18,-1.631,-4.282,"UCC G006.2+16.7",40,7.0,255.024,-14.588,0.181,-1.549,-4.275,9.914,4,0.22,0.39,"DC"
"CWNU 1657",282.30985,-29.24679,0.509,1.738,-1.328,"UCC G006.2-12.4",0,4.2,282.312,-29.245,0.492,1.764,-1.299,-67.181,2,0.78,0.3,"AC"
"CWNU 2008",282.14988,-29.16,0.322,-2.53,-3.79,"UCC G006.2-12.2",0,3.9,282.127,-29.165,0.319,-2.565,-3.739,"nan",0,0.44,0.36,"CC"
"HSC 92",269.49654,-23.29244,0.283,-0.098,-1.68,"UCC G006.2+00.4",177,2.7,269.494,-23.287,0.267,-0.066,-1.709,-11.854,25,1.0,1.0,"AA"
